Base Avaliada;Decil Acumulado;Top Acumulado;Percentual Teórico;Threshold Treino;Total Base;Selecionados para Bloqueio;% Real Selecionado;TP - Fraudes Bloqueadas;FP - Legítimas Bloqueadas;FN - Fraudes Aprovadas;TN - Legítimas Aprovadas;Precisão;Cobertura;F1;AUC Global;Average Precision Global;Balanced Accuracy;Erro_por_Acerto;Lift;Receita Comissão;Perda com Fraude;Comissão Perdida por Bloqueio;Lucro Líquido;Lucro Aprovar Tudo;Ganho vs Aprovar Tudo;Ganho Percentual vs Aprovar Tudo
Validação;2;Top 20%;0.2;0.05732306183359213;22500;4854;0.21573333333333333;781;4073;344;17302;0.16089822826534816;0.6942222222222222;0.2612477002843285;0.8248255958414554;0.27485623075927446;0.7518362573099415;5.215108834827145;3.2179645653069633;64886.115000000005;17308.91;26668.933000000005;47577.205;19262.26800000001;28314.93699999999;1.469969008841533
