Base Avaliada;Tipo de Avaliação;Decil Acumulado;Top Acumulado;Percentual Teórico;Threshold Treino;Total Base;Selecionados para Bloqueio;% Real Selecionado;TP - Fraudes Bloqueadas;FP - Legítimas Bloqueadas;FN - Fraudes Aprovadas;TN - Legítimas Aprovadas;Precisão;Cobertura;F1;AUC Global;Average Precision Global;Balanced Accuracy;Erro_por_Acerto;Lift;Valor Fraude Bloqueada;Perda de Fraude Evitada;Receita Comissão;Perda com Fraude;Comissão Perdida por Bloqueio;Lucro Líquido;Lucro Aprovar Tudo;Ganho vs Aprovar Tudo;Ganho Percentual vs Aprovar Tudo
Validação;Top 20% exato pela probabilidade do modelo;2;Top 20%;0.2;0.0627630627743644;22500;4500;0.2;749;3751;376;17624;0.16644444444444445;0.6657777777777778;0.2663111111111111;0.8248255958414554;0.27485623075927446;0.7451461988304093;5.008010680907877;3.328888888888889;52247.91;52247.91;66793.78300000001;20044.870000000003;24761.265;46748.91300000001;19262.26800000001;27486.644999999997;1.4269682573204765
