Origem Score;Base Avaliada;Decil Acumulado;Top Acumulado;Percentual Teórico;Threshold Score Risco;Threshold Score Original;Total Base;Selecionados para Bloqueio;% Real Selecionado;TP - Fraudes Bloqueadas;FP - Legítimas Bloqueadas;FN - Fraudes Aprovadas;TN - Legítimas Aprovadas;Precisão;Cobertura;F1;AUC Global;Average Precision Global;KS Global;Balanced Accuracy;Erro_por_Acerto;Lift;Receita Comissão;Perda com Fraude;Comissão Perdida por Bloqueio;Lucro Líquido;Lucro Aprovar Tudo;Ganho vs Aprovar Tudo;Ganho Percentual vs Aprovar Tudo
Score Atual;Validação;3;Top 30%;0.30000000000000004;68.0;68.0;22500;6900;0.30666666666666664;799;6101;326;15274;0.11579710144927537;0.7102222222222222;0.19912772585669783;0.7289207017543861;0.18451527829924536;0.440140350877193;0.7123976608187135;7.635794743429287;2.315942028985507;58479.528000000006;17940.68;33075.520000000004;40538.848000000005;19262.26800000001;21276.579999999994;1.1045729402165925
