Origem Score;Base Avaliada;Tipo de Avaliação;Decil Acumulado;Top Acumulado;Percentual Teórico;Threshold Score Risco;Threshold Score Original;Total Base;Selecionados para Bloqueio;% Real Selecionado;TP - Fraudes Bloqueadas;FP - Legítimas Bloqueadas;FN - Fraudes Aprovadas;TN - Legítimas Aprovadas;Precisão;Cobertura;F1;AUC Global;Average Precision Global;KS Global;Balanced Accuracy;Erro_por_Acerto;Lift;Valor Fraude Bloqueada;Perda de Fraude Evitada;Receita Comissão;Perda com Fraude;Comissão Perdida por Bloqueio;Lucro Líquido;Lucro Aprovar Tudo;Ganho vs Aprovar Tudo;Ganho Percentual vs Aprovar Tudo
Score Atual;Validação;Top 20% exato na validação;2;Top 20%;0.2;78.0;78.0;22500;4500;0.2;672;3828;453;17547;0.14933333333333335;0.5973333333333334;0.23893333333333333;0.7289207017543861;0.18451527829924536;0.440140350877193;0.7091228070175439;5.696428571428571;2.986666666666667;44381.869999999995;44381.869999999995;68724.03000000001;27910.909999999996;22831.018;40813.12000000002;19262.26800000001;21550.852000000006;1.118811761937898
